router_id,hour,latency_ms,packet_loss_pct,disconnects,connected_devices,signal_dbm,is_bad
R-1053,18,240,13.3,6,120,-80,true
R-1053,19,245,14.0,6,123,-79,true
R-1053,20,150,4.4,2,86,-70,false
R-1053,21,120,5.1,2,89,-69,false
R-1053,22,125,5.8,2,92,-68,false
R-1053,23,130,6.5,2,95,-67,false
R-1054,0,120,4.4,2,80,-70,false
R-1054,1,125,5.1,2,83,-69,false
R-1054,2,130,5.8,2,86,-68,false
R-1054,3,135,6.5,2,89,-67,false
R-1054,4,140,7.2,2,92,-70,false
R-1054,5,145,4.4,2,95,-69,false
R-1054,6,150,5.1,2,98,-68,false
R-1054,7,120,5.8,2,101,-67,false
R-1054,8,125,6.5,2,104,-70,false
R-1054,9,130,7.2,2,80,-69,false
R-1054,10,135,4.4,2,83,-68,false
R-1054,11,140,5.1,2,86,-67,false
R-1054,12,145,5.8,2,89,-70,false
R-1054,13,150,6.5,2,92,-69,false
R-1054,14,120,7.2,2,95,-68,false
R-1054,15,125,4.4,2,98,-67,false
R-1054,16,230,11.9,6,141,-82,true
R-1054,17,235,12.6,6,144,-81,true
R-1054,18,240,13.3,6,120,-80,true
R-1054,19,245,14.0,6,123,-79,true
R-1054,20,150,4.4,2,86,-70,false
R-1054,21,120,5.1,2,89,-69,false
R-1054,22,125,5.8,2,92,-68,false
R-1054,23,130,6.5,2,95,-67,false
R-1055,0,120,4.4,2,80,-70,false
R-1055,1,125,5.1,2,83,-69,false
R-1055,2,130,5.8,2,86,-68,false
R-1055,3,135,6.5,2,89,-67,false
R-1055,4,140,7.2,2,92,-70,false
R-1055,5,145,4.4,2,95,-69,false
R-1055,6,150,5.1,2,98,-68,false
R-1055,7,120,5.8,2,101,-67,false
R-1055,8,125,6.5,2,104,-70,false
R-1055,9,130,7.2,2,80,-69,false
R-1055,10,135,4.4,2,83,-68,false
R-1055,11,140,5.1,2,86,-67,false
R-1055,12,145,5.8,2,89,-70,false
R-1055,13,150,6.5,2,92,-69,false
R-1055,14,120,7.2,2,95,-68,false
R-1055,15,125,4.4,2,98,-67,false
R-1055,16,230,11.9,6,141,-82,true
R-1055,17,235,12.6,6,144,-81,true
R-1055,18,240,13.3,6,120,-80,true
R-1055,19,245,14.0,6,123,-79,true
R-1055,20,150,4.4,2,86,-70,false
R-1055,21,120,5.1,2,89,-69,false
R-1055,22,125,5.8,2,92,-68,false
R-1055,23,130,6.5,2,95,-67,false
R-1056,0,70,1.2,1,50,-60,false
R-1056,1,75,1.9,1,53,-59,false
R-1056,2,80,2.6,1,56,-58,false
R-1056,3,85,3.3,1,59,-57,false
R-1056,4,90,4.0,1,62,-60,false
R-1056,5,95,1.2,1,65,-59,false
R-1056,6,100,1.9,1,68,-58,false
R-1056,7,70,2.6,1,71,-57,false
R-1056,8,75,3.3,1,74,-60,false
R-1056,9,80,4.0,1,50,-59,false
R-1056,10,85,1.2,1,53,-58,false
R-1056,11,90,1.9,1,56,-57,false
R-1056,12,95,2.6,1,59,-60,false
R-1056,13,100,3.3,1,62,-59,false
R-1056,14,70,4.0,1,65,-58,false
R-1056,15,75,1.2,1,68,-57,false
R-1056,16,80,1.9,1,71,-60,false
R-1056,17,85,2.6,1,74,-59,false
R-1056,18,90,3.3,1,50,-58,false
R-1056,19,95,4.0,1,53,-57,false
R-1056,20,250,11.2,6,126,-82,true
R-1056,21,70,1.9,1,59,-59,false
R-1056,22,75,2.6,1,62,-58,false
R-1056,23,80,3.3,1,65,-57,false
R-1057,0,70,1.2,1,50,-60,false
R-1057,1,75,1.9,1,53,-59,false
R-1057,2,80,2.6,1,56,-58,false
R-1057,3,85,3.3,1,59,-57,false
R-1057,4,90,4.0,1,62,-60,false
R-1057,5,95,1.2,1,65,-59,false
R-1057,6,100,1.9,1,68,-58,false
R-1057,7,70,2.6,1,71,-57,false
R-1057,8,75,3.3,1,74,-60,false
R-1057,9,80,4.0,1,50,-59,false
R-1057,10,85,1.2,1,53,-58,false
R-1057,11,90,1.9,1,56,-57,false
R-1057,12,95,2.6,1,59,-60,false
R-1057,13,100,3.3,1,62,-59,false
R-1057,14,70,4.0,1,65,-58,false
R-1057,15,75,1.2,1,68,-57,false
R-1057,16,80,1.9,1,71,-60,false
R-1057,17,85,2.6,1,74,-59,false
R-1057,18,90,3.3,1,50,-58,false
R-1057,19,95,4.0,1,53,-57,false
R-1057,20,100,1.2,1,56,-60,false
R-1057,21,70,1.9,1,59,-59,false
R-1057,22,75,2.6,1,62,-58,false
R-1057,23,80,3.3,1,65,-57,false
R-1058,0,70,1.2,1,50,-60,false
R-1058,1,75,1.9,1,53,-59,false
R-1058,2,80,2.6,1,56,-58,false
R-1058,3,85,3.3,1,59,-57,false
R-1058,4,90,4.0,1,62,-60,false
R-1058,5,95,1.2,1,65,-59,false
R-1058,6,100,1.9,1,68,-58,false
R-1058,7,70,2.6,1,71,-57,false
R-1058,8,75,3.3,1,74,-60,false
R-1058,9,80,4.0,1,50,-59,false
R-1058,10,85,1.2,1,53,-58,false
R-1058,11,90,1.9,1,56,-57,false
R-1058,12,95,2.6,1,59,-60,false
R-1058,13,100,3.3,1,62,-59,false
R-1058,14,70,4.0,1,65,-58,false
R-1058,15,75,1.2,1,68,-57,false
R-1058,16,80,1.9,1,71,-60,false
R-1058,17,85,2.6,1,74,-59,false
R-1058,18,90,3.3,1,50,-58,false
R-1058,19,95,4.0,1,53,-57,false
R-1058,20,100,1.2,1,56,-60,false
R-1058,21,70,1.9,1,59,-59,false
R-1058,22,75,2.6,1,62,-58,false
R-1058,23,80,3.3,1,65,-57,false
R-1059,0,120,4.4,2,80,-70,false
R-1059,1,125,5.1,2,83,-69,false
R-1059,2,130,5.8,2,86,-68,false
R-1059,3,135,6.5,2,89,-67,false
R-1059,4,140,7.2,2,92,-70,false
R-1059,5,145,4.4,2,95,-69,false
R-1059,6,150,5.1,2,98,-68,false
R-1059,7,120,5.8,2,101,-67,false
R-1059,8,125,6.5,2,104,-70,false
R-1059,9,230,14.0,6,120,-81,true
R-1059,10,235,11.2,6,123,-80,true
R-1059,11,240,11.9,6,126,-79,true
R-1059,12,245,12.6,6,129,-82,true
R-1059,13,250,13.3,6,132,-81,true
R-1059,14,220,14.0,6,135,-80,true
R-1059,15,225,11.2,6,138,-79,true
R-1059,16,230,11.9,6,141,-82,true
R-1059,17,235,12.6,6,144,-81,true
R-1059,18,140,6.5,2,80,-68,false
R-1059,19,145,7.2,2,83,-67,false
R-1059,20,150,4.4,2,86,-70,false
R-1059,21,120,5.1,2,89,-69,false
R-1059,22,125,5.8,2,92,-68,false
R-1059,23,130,6.5,2,95,-67,false
R-1060,0,120,4.4,2,80,-70,false
R-1060,1,125,5.1,2,83,-69,false
R-1060,2,130,5.8,2,86,-68,false
R-1060,3,135,6.5,2,89,-67,false
R-1060,4,140,7.2,2,92,-70,false
R-1060,5,145,4.4,2,95,-69,false
R-1060,6,150,5.1,2,98,-68,false
R-1060,7,120,5.8,2,101,-67,false
R-1060,8,125,6.5,2,104,-70,false
R-1060,9,230,14.0,6,120,-81,true
R-1060,10,235,11.2,6,123,-80,true
R-1060,11,240,11.9,6,126,-79,true
R-1060,12,245,12.6,6,129,-82,true
R-1060,13,250,13.3,6,132,-81,true
R-1060,14,220,14.0,6,135,-80,true
R-1060,15,225,11.2,6,138,-79,true
R-1060,16,230,11.9,6,141,-82,true
R-1060,17,235,12.6,6,144,-81,true
R-1060,18,140,6.5,2,80,-68,false
R-1060,19,145,7.2,2,83,-67,false
R-1060,20,150,4.4,2,86,-70,false
R-1060,21,120,5.1,2,89,-69,false
R-1060,22,125,5.8,2,92,-68,false
R-1060,23,130,6.5,2,95,-67,false
